bpolicyc,fec_effec,fec_exp,uso_veh,tipo_veh,edad_asegurado,canal,prima_mensual_uf,deducible,asegurado_es_contratante,sucursal,intermediario,pol_colectiva,asegurado_empresa,contratante_empresa
74-811694-0,2025-09-07 01:00:00.000,2026-09-07 00:00:00.000,Particular,Station Wagon,41,DEALERS,0.00018574527197482012,3,1,HDI.CL,7679,0,0,0
74-811694-0,2025-08-21 00:00:00.000,2027-08-21 00:00:00.000,Escuela de Conductores,Automóvil,54,DEALERS,0.0012761742009132,5,1,Casa Matriz Santiago Dealer,8605,0,0,0
69-618695-0,2025-05-09 00:00:00.000,2026-05-09 00:00:00.000,Escuela de Conductores,Station Wagon,42,CORREDORES,0.0007608060128372063,10,0,Banca Seguros,2634,0,0,1
3-567133-15,2025-08-11 00:00:00.000,2026-08-11 00:00:00.000,Comercial,Mini Bus,Empresa,CORREDORES,0.0018045662100456,0,1,Concepción,5877,1,1,1
85-56178-66,2024-04-09 00:00:00.000,2025-09-30 00:00:00.000,Escuela de Conductores,Mini Bus,Empresa,CORREDORES,0.001625850340136,10,1,Partners,6609,1,1,1
96-582056-0,2026-03-02 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,37,DEALERS,0.0011851345189238,4,1,Casa Matriz Santiago Dealer,2206,0,0,0
69-537636-0,2025-04-15 00:00:00.000,2027-07-12 00:00:00.000,Particular,Mini Bus,54,DEALERS,0.0010152207001522,5,1,Banca Seguros,2446,0,0,0
74-811694-0,2024-12-07 00:00:00.000,2025-12-07 00:00:00.000,Particular,Station Wagon,48,DEALERS,0.0008876712328767,0,0,CM Falabella,2457,0,0,1
69-737581-0,2026-03-20 00:00:00.000,2027-03-20 00:00:00.000,Particular,Station Wagon,74,MASIVO,0.0018301369863013,5,0,CM Falabella,2457,0,0,1
74-811694-0,2024-09-05 00:00:00.000,2025-09-05 00:00:00.000,Particular,Automóvil,48,DEALERS,0.0016520547945205,10,1,Casa Matriz Santiago Dealer,2206,0,0,0
74-803939-0,2025-09-01 00:00:00.000,2027-09-01 00:00:00.000,Particular,Automóvil,57,DIRECTO,-0.00023216049150677107,0,0,HDI.CL,1080,0,0,0
90-422777-0,2024-09-08 01:00:00.000,2025-09-08 00:00:00.000,Particular,Mini Bus,54,DEALERS,0.0009150604064728399,3,1,Casa Matriz Santiago Dealer,9425,0,0,0
83-135589-0,2026-01-04 00:00:00.000,2027-01-04 00:00:00.000,Comercial,Bus,72,,0.0005519917808219,0,0,BancoEstado,6978,0,0,1
96-537001-0,2025-08-17 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,46,DEALERS,0.0026986301369863,10,1,Casa Matriz Santiago Dealer,2206,0,0,0
91-70439-0,2024-06-17 00:00:00.000,2026-06-17 00:00:00.000,Particular,Camioneta,56,DEALERS,0.0023342465753424,5,1,Casa Matriz Santiago Dealer,7381,0,0,0
95-390790-0,2025-06-24 00:00:00.000,2027-06-24 00:00:00.000,Escuela de Conductores,Mini Bus,38,DEALERS,0.0024784110502283,10,1,Concepcion Dealer,10209,0,0,0
74-764696-0,2025-02-19 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Station Wagon,48,,0.0006343092237442,0,1,Kontakto,5713,0,0,0
95-350967-0,2024-05-31 00:00:00.000,2025-05-31 00:00:00.000,Escuela de Conductores,Mini Bus,57,DEALERS,0.0011488584474885,10,1,Casa Matriz Santiago Dealer,8522,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2026-12-22 00:00:00.000,Particular,Camioneta,Empresa,DEALERS,0.0018977168949771,10,0,Casa Matriz Santiago Dealer,8579,0,1,0
94-63851-0,2024-01-04 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,66,DEALERS,0.0021940710382513,5,0,Casa Matriz Santiago Dealer,7883,0,0,0
74-695970-0,2024-04-04 00:00:00.000,2025-04-04 00:00:00.000,Particular,Station Wagon,67,DIRECTO,0.0008191780821917,10,1,Valdivia Dealer,1080,0,0,0
74-811694-0,2024-03-15 00:00:00.000,2025-03-15 00:00:00.000,Comercial,Mini Bus,Empresa,CORREDORES,0.0037201478720642303,10,0,Valdivia Dealer,6994,1,1,1
96-514674-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,54,DEALERS,0.0010257626320306242,8,0,Vina del Mar Dealer,6973,0,0,0
69-673131-0,2025-09-26 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,65,DEALERS,0.0009981735159817,-2,1,Banca Seguros,2556,0,0,0
74-703805-0,2024-05-09 00:00:00.000,2025-05-09 00:00:00.000,Particular,Mini Bus,44,DEALERS,0.0016339171182637464,10,0,Valdivia Dealer,6082,0,0,0
3-531712-0,2024-12-27 00:00:00.000,2025-06-01 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.002042735042735,3,1,Partners,6933,0,0,0
113-7602-90,2026-01-12 00:00:00.000,2027-01-12 00:00:00.000,Comercial,Bus,52,CORREDORES,0.0002803652968036,0,0,Viña del Mar,7209,1,0,1
90-461181-0,2025-06-27 00:00:00.000,2027-06-27 00:00:00.000,Escuela de Conductores,Automóvil,66,DEALERS,0.0016333333333333,10,1,Valdivia Dealer,8523,0,0,0
3-523386-0,2024-11-16 00:00:00.000,2025-11-16 00:00:00.000,Escuela de Conductores,Station Wagon,68,DEALERS,0.0006785388127853,5,0,Valdivia Dealer,3194,0,0,0
74-746151-0,2025-04-15 00:00:00.000,2026-11-19 00:00:00.000,Particular,Station Wagon,30,DIRECTO,0.0022356164383561,0,1,HDI.CL,1004,0,0,0
114-18065-0,2024-11-05 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0007690359786586907,33,1,Casa Matriz Santiago Dealer,8612,0,0,0
3-574759-0,2025-07-31 00:00:00.000,2026-07-31 00:00:00.000,Comercial,Station Wagon,Empresa,CORREDORES,0.0008447488584474,10,0,Corporate,2464,0,1,1
69-627073-0,2025-06-28 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,54,MASIVO,0.0007789954337899,5,0,CM Compara Online,5336,0,0,1
115-11547-0,2025-12-31 00:00:00.000,2026-12-31 00:00:00.000,Otros usos comerciales distint,Furgón,54,CORREDORES,0.0011733333333333,0,1,Banca Seguros,2556,0,1,1
96-465099-0,2024-05-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,35,DEALERS,0.0010856925601153919,10,1,Valdivia Dealer,7704,0,0,0
74-811694-0,2024-09-30 00:00:00.000,2025-09-30 00:00:00.000,Otros usos comerciales distint,Mini Bus,Empresa,,0.004400194440236908,31,0,BancoEstado,6978,0,1,1
69-519949-0,2025-04-15 00:00:00.000,2025-05-13 00:00:00.000,Escuela de Conductores,Station Wagon,46,MASIVO,0.000896803652968,10,0,CM Compara Online,4849,0,0,1
3-574143-0,2025-11-17 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,41,DEALERS,0.0019753424657534,5,1,Valdivia Dealer,7977,0,0,0
74-811694-0,2025-10-21 00:00:00.000,2026-10-21 00:00:00.000,Escuela de Conductores,Automóvil,48,DEALERS,0.004986301369863,15,1,Valdivia Dealer,8521,0,0,0
95-416524-0,2026-03-17 00:00:00.000,2028-03-17 00:00:00.000,Particular,Mini Bus,54,DEALERS,0.0012763337893296,10,1,Casa Matriz Santiago Dealer,2206,0,0,0
3-521170-12,2025-04-15 00:00:00.000,2025-11-14 00:00:00.000,Comercial,Ambulancia,Empresa,DEALERS,0.0003826484018264,0,1,Puerto Montt,6854,1,1,1
74-811694-0,2024-10-11 00:00:00.000,2024-05-23 00:00:00.000,Vehículos de Reparto,Moto,35,CORREDORES,0.0007771689497716,0,1,Corporate,2206,0,0,0
3-578440-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Otros usos comerciales distint,Furgón,54,CORREDORES,0.0012191780821917,4,1,HDI Club,6337,0,1,1
74-811694-0,2025-06-02 00:00:00.000,2026-06-02 00:00:00.000,Particular,Mini Bus,43,,0.001096803652968,5,1,BancoEstado,7572,0,0,0
73-28903-0,2025-06-28 00:00:00.000,2026-06-28 00:00:00.000,Particular,Mini Bus,54,CORREDORES,0.0021689497716894,3,1,Talca,7474,0,0,0
3-488483-0,2024-03-29 00:00:00.000,2025-03-29 00:00:00.000,Comercial,Automóvil,54,CORREDORES,0.002390834855590693,20,1,Viña del Mar,5025,0,0,0
74-811694-0,2024-06-30 00:00:00.000,2025-06-30 00:00:00.000,Particular,Camioneta,52,MASIVO,0.0025715080233099036,10,0,CM Cencosud,5559,0,0,1
116-18924-0,2025-02-14 00:00:00.000,2026-02-14 00:00:00.000,Particular,Station Wagon,59,MASIVO,0.0010321911661343866,0,0,CM Falabella,2457,0,0,1
69-680768-0,2025-10-04 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,58,MASIVO,0.0010511415525114,8,0,CM Falabella,2457,0,0,1
69-539809-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Mini Bus,54,MASIVO,0.0011707762557077,3,0,CM Falabella,1441,0,0,1
74-811694-0,2024-04-30 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Camioneta,Empresa,CORREDORES,9.13930789707e-05,0,0,Banca Seguros,1286,0,1,1
96-490434-0,2024-11-04 00:00:00.000,2025-11-04 00:00:00.000,Particular,Station Wagon,57,DEALERS,0.0017341059210704225,10,0,Casa Matriz Santiago Dealer,6973,0,0,0
90-426376-0,2025-04-15 00:00:00.000,2025-10-15 00:00:00.000,Particular,Station Wagon,52,DEALERS,0.0012150077073484168,10,1,Casa Matriz Santiago Dealer,8579,0,0,0
90-467812-0,2025-09-12 00:00:00.000,2026-09-12 00:00:00.000,Otros usos comerciales distint,Camioneta,60,DEALERS,0.00184200913242,0,1,Valdivia Dealer,9677,0,0,0
74-727678-0,2024-09-12 00:00:00.000,2025-09-12 00:00:00.000,Escuela de Conductores,Mini Bus,54,CORREDORES,0.0005110402862263973,3,1,Concepción,2008,0,0,0
95-394200-0,2025-04-15 00:00:00.000,2026-08-11 00:00:00.000,Escuela de Conductores,Automóvil,64,DEALERS,0.0011118483296646993,3,1,Valdivia Dealer,8614,0,0,0
90-415983-0,2025-04-15 00:00:00.000,2026-07-10 00:00:00.000,Particular,Camioneta,54,DEALERS,0.0017465753424657,5,1,Casa Matriz Santiago Dealer,8571,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,CORREDORES,0.0020575342465753,3,1,Valdivia Dealer,7952,0,0,0
69-703587-0,2025-11-24 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,28,MASIVO,0.0017525262029397686,5,0,Valdivia Dealer,5559,0,0,1
74-761757-0,2025-02-12 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,35,DIRECTO,0.0004412110632667016,5,1,HDI.CL,-1506,0,0,0
94-74221-0,2024-11-19 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,53,DEALERS,0.0012327816634272544,10,1,Casa Matriz Santiago Dealer,7883,0,0,0
69-642104-0,2025-07-02 00:00:00.000,2026-07-02 00:00:00.000,Particular,Automóvil,41,MASIVO,0.0007579908675799,5,0,CM Falabella,1664,0,0,1
3-492198-307,2024-02-14 00:00:00.000,2025-02-14 00:00:00.000,Comercial,Station Wagon,54,CORREDORES,0.0010673952641165,0,1,Valdivia Dealer,2978,1,1,1
3-517378-0,2024-09-24 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,40,CORREDORES,0.0011616438356164,10,1,Corporate,2438,0,0,0
110-1008-5787,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Mini Bus,Empresa,DEALERS,0.0007013698630136,0,0,Valdivia Dealer,5072,1,1,1
74-811694-0,2025-06-13 00:00:00.000,2026-06-13 00:00:00.000,Particular,Station Wagon,43,CORREDORES,0.0011515981735159,5,1,Valdivia Dealer,3208,0,0,0
94-71688-0,2024-09-12 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,61,DEALERS,0.00342471422049393,10,1,Casa Matriz Santiago Dealer,8506,0,0,0
95-391454-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,54,DEALERS,0.0014849315068493,8,1,Valdivia Dealer,8398,0,0,0
83-45417-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,66,,0.0013615664845173,5,1,BancoEstado,6872,0,0,0
69-518247-0,2024-05-30 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,45,MASIVO,0.0012730593607305,40,0,CM Compara Online,5336,0,0,1
96-557040-0,2025-11-14 00:00:00.000,2026-11-14 00:00:00.000,Particular,Mini Bus,54,DEALERS,0.0025342465753424,5,1,Casa Matriz Santiago Dealer,8189,0,0,0
3-491980-236,2024-02-14 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Furgón,Empresa,CORREDORES,0.0011593806921675,0,1,Corporate,2978,1,1,1
91-74648-0,2025-03-12 00:00:00.000,2027-03-12 00:00:00.000,Particular,Station Wagon,48,DEALERS,0.0014264840182648,10,0,Casa Matriz Santiago Dealer,7381,0,0,0
74-811694-0,2026-01-23 00:00:00.000,2027-01-23 00:00:00.000,Particular,Automóvil,56,MASIVO,0.0013717839704785878,5,0,CM Falabella,2457,0,0,1
69-743550-0,2025-04-15 00:00:00.000,2028-03-16 00:00:00.000,Particular,Station Wagon,48,MASIVO,0.0017633378932968,5,0,CM Falabella,2457,0,0,1
74-811694-0,2024-12-16 00:00:00.000,2024-05-23 00:00:00.000,Transporte de Carga,Tracto Camión,35,CORREDORES,0.0002994744292237,-9,1,Partners,5183,0,0,0
69-696200-0,2025-11-22 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,69,MASIVO,0.0013506849315068,3,0,CM Falabella,2118,0,0,1
74-811694-0,2024-11-14 00:00:00.000,2025-11-14 00:00:00.000,Otros usos comerciales distint,Automóvil,78,DEALERS,0.0008785388127853,10,0,Osorno,3328,0,0,0
96-521151-0,2025-04-29 00:00:00.000,2027-04-29 00:00:00.000,Particular,Mini Bus,55,DEALERS,0.0009036529680365,8,1,Puerto Montt Dealer,7381,0,0,0
3-568498-4,2025-08-31 00:00:00.000,2026-08-31 00:00:00.000,Comercial,Automóvil,Empresa,CORREDORES,0.0009260273972602,0,1,Partners,3677,1,1,1
95-411959-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Automóvil,57,DEALERS,0.0018721461187214,5,1,Casa Matriz Santiago Dealer,8519,0,0,0
3-558406-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,CORREDORES,0.0042676399026763,0,1,Iquique,2900,0,0,0
3-539335-11,2025-03-01 00:00:00.000,2025-06-01 00:00:00.000,Otros usos comerciales distint,Camioneta,Empresa,CORREDORES,0.0026159420289855,0,1,Valdivia Dealer,5930,1,1,1
96-431325-0,2025-04-15 00:00:00.000,2024-12-28 00:00:00.000,Particular,Mini Bus,38,DEALERS,0.0014444444444444,10,1,Casa Matriz Santiago Dealer,9547,0,0,0
74-766296-0,2025-03-01 00:00:00.000,2024-05-23 00:00:00.000,Otros usos comerciales distint,Camioneta,Empresa,DIRECTO,0.0019881278538812,5,1,HDI.CL,1080,0,1,1
85-93867-12,2025-10-09 00:00:00.000,2026-10-09 00:00:00.000,Escuela de Conductores,Camión,54,DEALERS,0.0050054794520547,10,0,Advance,6402,1,1,1
74-811694-0,2025-05-17 00:00:00.000,2027-05-17 00:00:00.000,Escuela de Conductores,Automóvil,54,CORREDORES,0.0027735159817351,0,0,Valdivia Dealer,6953,0,0,1
74-798033-0,2025-08-04 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,55,DIRECTO,0.0007964334246575,10,1,HDI.CL,8414,0,0,0
116-37771-0,2025-10-22 00:00:00.000,2026-10-22 00:00:00.000,Escuela de Conductores,Station Wagon,61,MASIVO,0.0005488661187214,5,0,CM Falabella,2457,0,0,1
3-540106-937,2025-11-27 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Station Wagon,Empresa,CORREDORES,0.000724915653457794,0,1,Corporate,2978,1,1,1
74-811694-0,2024-10-29 00:00:00.000,2025-10-29 00:00:00.000,Particular,Station Wagon,45,MASIVO,0.001156159293701136,33,0,CM Falabella,2457,0,0,1
96-537924-0,2025-08-25 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,51,DEALERS,0.0016109589041095,10,1,Valdivia Dealer,8650,0,0,0
96-560525-0,2025-04-15 00:00:00.000,2027-11-27 00:00:00.000,Particular,Camioneta,35,DEALERS,0.0013497716894977,12,1,Valdivia Dealer,8650,0,0,0
96-449316-0,2024-02-28 00:00:00.000,2025-02-28 00:00:00.000,Particular,Mini Bus,53,DEALERS,0.0014790528233151,5,1,Concepcion Dealer,7381,0,0,0
69-514301-0,2024-04-15 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,MASIVO,0.0019213845011483257,0,0,CM Compara Online,2725,0,0,1
3-522249-0,2025-04-15 00:00:00.000,2026-10-01 00:00:00.000,Escuela de Conductores,Camioneta,Empresa,DEALERS,0.001924321959755,0,0,Banca Seguros,939,0,1,1
3-541833-23,2025-03-07 00:00:00.000,2026-03-07 00:00:00.000,Escuela de Conductores,Mini Bus,54,CORREDORES,0.0012283105022831,-24,1,Partners,3095,1,1,1
83-107225-0,2025-08-12 00:00:00.000,2026-08-12 00:00:00.000,Particular,Camioneta,60,,0.0022501359817351,20,1,BancoEstado,6872,0,0,0
96-528901-0,2025-06-19 00:00:00.000,2026-06-19 00:00:00.000,Otros usos comerciales distint,Camioneta,52,DEALERS,0.0015890410958904,-5,1,Casa Matriz Santiago Dealer,2206,0,0,0
83-85391-0,2025-04-15 00:00:00.000,2026-02-10 00:00:00.000,Particular,Automóvil,50,,0.0009251452054794,8,1,BancoEstado,6872,0,0,0
74-715188-0,2024-07-29 00:00:00.000,2025-07-29 00:00:00.000,Particular,Station Wagon,38,DIRECTO,0.0016136986301369,10,0,HDI.CL,5469,0,0,0
95-351069-0,2024-05-20 00:00:00.000,2025-05-20 00:00:00.000,Particular,Station Wagon,51,DEALERS,0.0015141552511415,5,1,Casa Matriz Santiago Dealer,8518,0,0,0
85-85781-14,2024-12-31 00:00:00.000,2025-12-31 00:00:00.000,Comercial,Camión,Empresa,CORREDORES,0.0027433789954337,10,0,Advance,5020,1,1,1
74-811694-0,2025-04-15 00:00:00.000,2025-08-08 00:00:00.000,Particular,Station Wagon,34,DEALERS,0.0010429223744292,5,0,Rancagua,2656,0,0,0
74-811694-0,2026-01-15 00:00:00.000,2028-01-15 00:00:00.000,Particular,Station Wagon,34,DEALERS,0.0004897052570680045,10,1,Los Angeles Dealer,6975,0,0,0
3-565713-0,2025-08-21 00:00:00.000,2024-05-23 00:00:00.000,Particular,Station Wagon,54,DEALERS,0.0027924584630724548,-3,1,Valdivia Dealer,7952,0,0,0
74-811694-0,2024-11-15 00:00:00.000,2025-11-15 00:00:00.000,Escuela de Conductores,Automóvil,48,DEALERS,0.001848401826484,5,1,Casa Matriz Santiago Dealer,8690,0,0,0
69-686240-0,2025-10-08 00:00:00.000,2028-10-08 00:00:00.000,Particular,Automóvil,42,CORREDORES,0.0009665106143552,3,1,Banca Seguros,2446,0,0,0
74-811694-0,2025-04-15 00:00:00.000,2025-11-01 00:00:00.000,Particular,Automóvil,64,MASIVO,0.0011534246575342,5,0,CM Falabella,2457,0,0,1
74-811694-0,2024-11-20 00:00:00.000,2026-11-20 00:00:00.000,Bus Urbano,Bus,Empresa,CORREDORES,0.0013895902775678051,0,1,Valdivia Dealer,2229,1,1,1
96-539038-0,2025-04-15 00:00:00.000,2026-08-07 00:00:00.000,Escuela de Conductores,Station Wagon,54,DEALERS,0.001927378071359357,5,1,Valdivia Dealer,6973,0,0,0
116-11460-0,2025-04-15 00:00:00.000,2025-12-04 00:00:00.000,Particular,Automóvil,54,MASIVO,0.001986301369863,-2,0,CM Falabella,2457,0,0,1
74-811694-0,2025-04-15 00:00:00.000,2025-09-01 00:00:00.000,Particular,Mini Bus,68,DEALERS,0.0013604080474042717,5,1,HDI.CL,1080,0,0,0
74-811694-0,2025-09-26 00:00:00.000,2027-09-26 00:00:00.000,Escuela de Conductores,Automóvil,54,DIRECTO,0.000917808219178,3,1,HDI.CL,1080,0,0,0
74-811694-0,2025-10-31 00:00:00.000,2026-10-31 00:00:00.000,Comercial,Mini Bus,Empresa,CORREDORES,0.003051423646792577,10,1,Iquique,5621,1,1,1
74-811694-0,2025-11-28 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Station Wagon,49,MASIVO,0.0007278538812785,5,0,CM Compara Online,5336,0,0,1
114-21724-0,2025-04-15 00:00:00.000,2026-09-12 00:00:00.000,Particular,Station Wagon,59,DEALERS,0.0012264840182648,14,1,Casa Matriz Santiago Dealer,1120,0,0,0
90-462664-0,2025-07-29 00:00:00.000,2024-05-23 00:00:00.000,Otros usos comerciales distint,Camioneta,Empresa,DEALERS,0.0015042878538812,10,1,Chillan Dealer,8599,0,1,1
91-78943-0,2026-01-03 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Automóvil,54,DEALERS,0.0019232876712328,5,1,Casa Matriz Santiago Dealer,7381,0,0,0
69-720381-0,2026-01-03 00:00:00.000,2028-01-03 00:00:00.000,Particular,Mini Bus,60,MASIVO,0.0013821917808219,5,0,CM Falabella,2457,0,0,1
116-40108-0,2025-11-27 00:00:00.000,2026-11-27 00:00:00.000,Particular,Station Wagon,72,MASIVO,0.0009835616438356,8,0,CM Falabella,2457,0,0,1
69-588294-0,2025-02-26 00:00:00.000,2026-02-26 00:00:00.000,Particular,Station Wagon,54,MASIVO,0.0012182648401826,3,0,CM Falabella,2457,0,0,1
3-597932-0,2025-04-15 00:00:00.000,2027-02-13 00:00:00.000,Particular,Station Wagon,62,,0.0011972602739726,5,1,Plus,5935,0,0,0
96-524065-0,2025-04-15 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Automóvil,54,DEALERS,0.0011826484018264,5,1,Casa Matriz Santiago Dealer,7381,0,0,0
96-468278-0,2024-07-05 00:00:00.000,2025-07-05 00:00:00.000,Particular,Station Wagon,48,DEALERS,0.0020283105022831,0,1,Casa Matriz Santiago Dealer,9038,0,0,0
83-107337-0,2025-08-13 00:00:00.000,2026-08-13 00:00:00.000,Escuela de Conductores,Station Wagon,52,,0.0010313821917808,0,1,BancoEstado,6872,0,0,0
116-42148-0,2025-07-24 00:00:00.000,2024-05-23 00:00:00.000,Comercial,Camioneta,Empresa,MASIVO,0.0021013698630136,0,0,CM Falabella,2457,0,1,1
69-567663-0,2024-11-08 00:00:00.000,2025-11-08 00:00:00.000,Particular,Station Wagon,29,MASIVO,0.0010392694063926,5,0,CM Ripley,2850,0,0,1
95-342815-0,2024-02-21 00:00:00.000,2025-02-21 00:00:00.000,Particular,Automóvil,29,DEALERS,0.0008781701448299063,0,1,Casa Matriz Santiago Dealer,8518,0,0,0
3-486709-0,2024-02-05 00:00:00.000,2025-02-05 00:00:00.000,Particular,Mini Bus,46,CORREDORES,0.0012568306010928,5,1,Banca Seguros,2438,0,0,0
3-562114-0,2025-07-29 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Automóvil,41,DEALERS,0.0009150684931506,-15,1,Partners,5658,0,0,0
94-74433-0,2024-12-30 00:00:00.000,2025-12-30 00:00:00.000,Particular,Mini Bus,40,DEALERS,0.0011899543378995,3,1,Casa Matriz Santiago Dealer,8513,0,0,0
96-531706-0,2025-07-01 00:00:00.000,2026-07-01 00:00:00.000,Particular,Automóvil,54,DEALERS,0.0013351598173515,5,1,Casa Matriz Santiago Dealer,8650,0,0,0
116-8736-0,2024-12-03 00:00:00.000,2025-12-03 00:00:00.000,Particular,Automóvil,54,MASIVO,0.0010027397260273,0,0,CM Falabella,2457,0,0,1
74-811694-0,2025-11-27 00:00:00.000,2028-11-27 00:00:00.000,Particular,Station Wagon,30,DEALERS,0.0009023722627737,5,1,Banca Seguros,3452,0,0,0
69-728959-0,2026-01-28 00:00:00.000,2029-01-28 00:00:00.000,Particular,Automóvil,31,CORREDORES,0.0005771338199513,26,1,Valdivia Dealer,2446,0,0,0
96-443220-0,2024-02-15 00:00:00.000,2025-02-15 00:00:00.000,Escuela de Conductores,Automóvil,54,DEALERS,0.0009216757741347,-15,1,Casa Matriz Santiago Dealer,10411,0,0,0
3-504216-0,2024-07-12 00:00:00.000,2025-07-12 00:00:00.000,Particular,Mini Bus,54,DEALERS,0.0022659461612912035,5,1,HDI Santiago,5474,0,0,0
83-105180-0,2025-07-25 00:00:00.000,2026-07-25 00:00:00.000,Escuela de Conductores,Station Wagon,31,,0.0011902144872852419,5,1,BancoEstado,7502,0,0,0
74-811694-0,2024-07-22 00:00:00.000,2026-07-22 00:00:00.000,Particular,Station Wagon,36,DEALERS,0.0013196347031963,3,1,Rancagua Dealer,7495,0,0,0
74-811694-0,2024-08-14 00:00:00.000,2027-08-14 00:00:00.000,Particular,Station Wagon,62,CORREDORES,0.0011558599695585,0,0,Banca Seguros,2446,0,0,0
74-811694-0,2025-03-21 00:00:00.000,2024-05-23 00:00:00.000,Particular,Mini Bus,34,CORREDORES,0.0017673862226277,5,1,Banca Seguros,2446,0,0,0
3-480028-4,2023-12-31 00:00:00.000,2024-12-31 00:00:00.000,Particular,Automóvil,Empresa,CORREDORES,0.0013979963570127,0,1,Banca Seguros,2043,1,1,1
96-558974-0,2025-11-14 00:00:00.000,2024-05-23 00:00:00.000,Escuela de Conductores,Station Wagon,36,DEALERS,0.0006662100456621,10,1,Casa Matriz Santiago Dealer,7880,0,0,0
95-369209-0,2024-11-11 00:00:00.000,2025-11-11 00:00:00.000,Escuela de Conductores,Station Wagon,69,DEALERS,0.0013553477006563296,10,1,Vina del Mar Dealer,8564,0,0,0
74-811694-0,2025-10-13 00:00:00.000,2026-10-13 00:00:00.000,Particular,Camioneta,63,CORREDORES,0.0008822188775725601,5,1,Viña del Mar,3018,0,0,0
74-801312-0,2025-04-15 00:00:00.000,2026-09-07 00:00:00.000,Escuela de Conductores,Station Wagon,76,DIRECTO,0.001096803652968,5,0,HDI.CL,8993,0,0,0
90-401361-0,2025-04-15 00:00:00.000,2026-03-15 00:00:00.000,Escuela de Conductores,Station Wagon,35,DEALERS,0.0017026960772850391,10,1,Valdivia Dealer,8328,0,0,0
69-549965-0,2024-09-24 00:00:00.000,2025-09-24 00:00:00.000,Escuela de Conductores,Mini Bus,51,MASIVO,0.0013532787213393592,5,0,CM Compara Online,5336,0,0,1
96-471470-0,2024-08-20 00:00:00.000,2025-08-20 00:00:00.000,Particular,Station Wagon,56,DEALERS,0.001834407433007498,5,1,Casa Matriz Santiago Dealer,8650,0,0,0
116-32550-0,2025-05-28 00:00:00.000,2026-05-28 00:00:00.000,Particular,Automóvil,78,DEALERS,0.0012219178082191,0,0,Valdivia Dealer,2457,0,0,1
74-820054-0,2025-12-04 00:00:00.000,2026-01-04 00:00:00.000,Bus Urbano,Mini Bus,68,CORREDORES,0.003764876344086,0,1,Puerto Montt,5875,0,0,0
69-531693-0,2024-06-24 00:00:00.000,2024-05-23 00:00:00.000,Particular,Jeep,51,MASIVO,0.0014538812785388,0,0,Valdivia Dealer,2457,0,0,1
74-811694-0,2024-09-09 00:00:00.000,2025-09-09 00:00:00.000,Particular,Camioneta,56,CORREDORES,0.0017433789954337,10,1,Valdivia Dealer,5510,0,0,0
3-595695-0,2026-02-02 00:00:00.000,2027-02-02 00:00:00.000,Particular,Station Wagon,30,DEALERS,0.0015881278538812,5,1,Plus,5935,0,0,0
